Year,Month,Stage of processing number,Stage of processing details,Index Value,
2017,AUG,3.1.2.2,Semi-durable,113.4,
2017,AUG,3.1.2.3,Non-durable,106.4,
2017,AUG,3.2,Capital equipment,100.0,
2017,AUG,3.2.1,Manufacturing industries,102.0,
2017,AUG,3.2.2,Non-manufacturing industries,98.3,
2017,SEP,Total,Total,108.1,
2017,SEP,1,Crude materials for further processing,108.4,
2017,SEP,1.1,Foodstuffs and feedstuffs,132.2,
2017,SEP,1.2,Non-food materials,102.4,
2017,SEP,1.2.1,Non-food materials except fuel,104.8,
2017,SEP,1.2.2,Crude fuel,101.4,
2017,SEP,2,Intermediate materials supplies and components,110.1,
2017,SEP,2.1,Materials and components for manufacturing,107.8,
2017,SEP,2.1.1,Materials for food manufacturing,101.1,
2017,SEP,2.1.2,Materials for others manufacturing,110.4,
2017,SEP,2.2,Materials and components for construction,106.4,
2017,SEP,2.3,Processed fuels and lubricants,111.3,
2017,SEP,2.4,Containers,111.3,
2017,SEP,2.5,Supplies,120.6,
2017,SEP,2.5.1,Manufacturing industries,120.9,
2017,SEP,2.5.2,Non-manufacturing industries,118.0,
2017,SEP,2.5.2.1,Feeds,118.0,
2017,SEP,2.5.2.2,Other supplies,118.0,
2017,SEP,3,Finished goods,103.6,
2017,SEP,3.1,Finished consumer goods,110.6,
2017,SEP,3.1.1,Finished consumer foods,117.1,
2017,SEP,3.1.1.1,Crude,143.3,
2017,SEP,3.1.1.2,Processed,114.5,
2017,SEP,3.1.2,Finished consumer goods excluding foods,107.7,
2017,SEP,3.1.2.1,Durable,103.3,
2017,SEP,3.1.2.2,Semi-durable,113.5,
2017,SEP,3.1.2.3,Non-durable,106.7,
2017,SEP,3.2,Capital equipment,100.3,
2017,SEP,3.2.1,Manufacturing industries,103.2,
2017,SEP,3.2.2,Non-manufacturing industries,98.0,
2017,OCT,Total,Total,107.5,
2017,OCT,1,Crude materials for further processing,109.3,
2017,OCT,1.1,Foodstuffs and feedstuffs,131.6,
2017,OCT,1.2,Non-food materials,103.6,
2017,OCT,1.2.1,Non-food materials except fuel,103.3,
2017,OCT,1.2.2,Crude fuel,103.8,
2017,OCT,2,Intermediate materials supplies and components,109.2,
2017,OCT,2.1,Materials and components for manufacturing,107.9,
2017,OCT,2.1.1,Materials for food manufacturing,101.6,
2017,OCT,2.1.2,Materials for others manufacturing,110.4,
2017,OCT,2.2,Materials and components for construction,106.5,
2017,OCT,2.3,Processed fuels and lubricants,107.6,
2017,OCT,2.4,Containers,112.1,
2017,OCT,2.5,Supplies,119.5,
2017,OCT,2.5.1,Manufacturing industries,119.8,
2017,OCT,2.5.2,Non-manufacturing industries,117.5,
2017,OCT,2.5.2.1,Feeds,117.5,
2017,OCT,2.5.2.2,Other supplies,117.5,
2017,OCT,3,Finished goods,102.8,
2017,OCT,3.1,Finished consumer goods,110.5,
2017,OCT,3.1.1,Finished consumer foods,117.3,
2017,OCT,3.1.1.1,Crude,143.6,
2017,OCT,3.1.1.2,Processed,114.7,
2017,OCT,3.1.2,Finished consumer goods excluding foods,107.5,
2017,OCT,3.1.2.1,Durable,103.4,
2017,OCT,3.1.2.2,Semi-durable,113.2,
2017,OCT,3.1.2.3,Non-durable,106.2,
2017,OCT,3.2,Capital equipment,99.2,
2017,OCT,3.2.1,Manufacturing industries,102.1,
2017,OCT,3.2.2,Non-manufacturing industries,96.9,
2017,NOV,Total,Total,108.3,
2017,NOV,1,Crude materials for further processing,112.8,
2017,NOV,1.1,Foodstuffs and feedstuffs,133.3,
2017,NOV,1.2,Non-food materials,107.7,
2017,NOV,1.2.1,Non-food materials except fuel,101.2,
2017,NOV,1.2.2,Crude fuel,110.4,
2017,NOV,2,Intermediate materials supplies and components,109.2,
2017,NOV,2.1,Materials and components for manufacturing,108.5,
2017,NOV,2.1.1,Materials for food manufacturing,102.6,
2017,NOV,2.1.2,Materials for others manufacturing,110.9,
2017,NOV,2.2,Materials and components for construction,106.5,
2017,NOV,2.3,Processed fuels and lubricants,106.3,
2017,NOV,2.4,Containers,112.6,
2017,NOV,2.5,Supplies,119.7,
2017,NOV,2.5.1,Manufacturing industries,120.0,
2017,NOV,2.5.2,Non-manufacturing industries,117.5,
2017,NOV,2.5.2.1,Feeds,117.5,
2017,NOV,2.5.2.2,Other supplies,117.5,
2017,NOV,3,Finished goods,102.9,
2017,NOV,3.1,Finished consumer goods,110.3,
2017,NOV,3.1.1,Finished consumer foods,117.4,
2017,NOV,3.1.1.1,Crude,144.4,
2017,NOV,3.1.1.2,Processed,114.7,
2017,NOV,3.1.2,Finished consumer goods excluding foods,107.1,
2017,NOV,3.1.2.1,Durable,103.5,
2017,NOV,3.1.2.2,Semi-durable,112.7,
2017,NOV,3.1.2.3,Non-durable,105.8,
2017,NOV,3.2,Capital equipment,99.4,
2017,NOV,3.2.1,Manufacturing industries,102.2,
2017,NOV,3.2.2,Non-manufacturing industries,97.1,
2017,DEC,Total,Total,107.8,
2017,DEC,1,Crude materials for further processing,110.1,
2017,DEC,1.1,Foodstuffs and feedstuffs,133.2,
2017,DEC,1.2,Non-food materials,104.2,
2017,DEC,1.2.1,Non-food materials except fuel,90.8,
2017,DEC,1.2.2,Crude fuel,109.9,
2017,DEC,2,Intermediate materials supplies and components,109.3,
2017,DEC,2.1,Materials and components for manufacturing,107.5,
2017,DEC,2.1.1,Materials for food manufacturing,99.2,
2017,DEC,2.1.2,Materials for others manufacturing,110.9,
2017,DEC,2.2,Materials and components for construction,106.5,
2017,DEC,2.3,Processed fuels and lubricants,108.6,
2017,DEC,2.4,Containers,112.9,
2017,DEC,2.5,Supplies,119.9,
2017,DEC,2.5.1,Manufacturing industries,120.3,
2017,DEC,2.5.2,Non-manufacturing industries,116.8,
2017,DEC,2.5.2.1,Feeds,116.8,
2017,DEC,2.5.2.2,Other supplies,116.8,
2017,DEC,3,Finished goods,102.9,
2017,DEC,3.1,Finished consumer goods,110.4,
2017,DEC,3.1.1,Finished consumer foods,117.2,
2017,DEC,3.1.1.1,Crude,144.7,
2017,DEC,3.1.1.2,Processed,114.5,
2017,DEC,3.1.2,Finished consumer goods excluding foods,107.4,
2017,DEC,3.1.2.1,Durable,103.4,
2017,DEC,3.1.2.2,Semi-durable,113.3,
2017,DEC,3.1.2.3,Non-durable,105.9,
2017,DEC,3.2,Capital equipment,99.4,
2017,DEC,3.2.1,Manufacturing industries,102.2,
2017,DEC,3.2.2,Non-manufacturing industries,97.2,
2018,JAN,Total,Total,108.3,
2018,JAN,1,Crude materials for further processing,113.9,
2018,JAN,1.1,Foodstuffs and feedstuffs,135.9,
2018,JAN,1.2,Non-food materials,108.2,
2018,JAN,1.2.1,Non-food materials except fuel,93.4,
2018,JAN,1.2.2,Crude fuel,114.5,
2018,JAN,2,Intermediate materials supplies and components,108.9,
2018,JAN,2.1,Materials and components for manufacturing,106.4,
2018,JAN,2.1.1,Materials for food manufacturing,95.5,
2018,JAN,2.1.2,Materials for others manufacturing,110.3,
2018,JAN,2.2,Materials and components for construction,105.3,
2018,JAN,2.3,Processed fuels and lubricants,110.6,
2018,JAN,2.4,Containers,111.5,
2018,JAN,2.5,Supplies,119.7,
2018,JAN,2.5.1,Manufacturing industries,121.4,
2018,JAN,2.5.2,Non-manufacturing industries,114.8,
2018,JAN,2.5.2.1,Feeds,115.5,
2018,JAN,2.5.2.2,Other supplies,114.7,
2018,JAN,3,Finished goods,102.8,
2018,JAN,3.1,Finished consumer goods,109.4,
2018,JAN,3.1.1,Finished consumer foods,117.6,
2018,JAN,3.1.1.1,Crude,142.2,
2018,JAN,3.1.1.2,Processed,115.1,
2018,JAN,3.1.2,Finished consumer goods excluding foods,105.8,
2018,JAN,3.1.2.1,Durable,99.7,
2018,JAN,3.1.2.2,Semi-durable,113.4,
2018,JAN,3.1.2.3,Non-durable,104.8,
2018,JAN,3.2,Capital equipment,99.9,
2018,JAN,3.2.1,Manufacturing industries,102.4,
2018,JAN,3.2.2,Non-manufacturing industries,97.9,
2018,FEB,Total,Total,106.7,
2018,FEB,1,Crude materials for further processing,108.4,
2018,FEB,1.1,Foodstuffs and feedstuffs,131.7,
2018,FEB,1.2,Non-food materials,102.6,
2018,FEB,1.2.1,Non-food materials except fuel,91.7,
2018,FEB,1.2.2,Crude fuel,107.0,
2018,FEB,2,Intermediate materials supplies and components,108.7,
2018,FEB,2.1,Materials and components for manufacturing,105.5,
2018,FEB,2.1.1,Materials for food manufacturing,95.4,
2018,FEB,2.1.2,Materials for others manufacturing,109.2,
2018,FEB,2.2,Materials and components for construction,104.4,
2018,FEB,2.3,Processed fuels and lubricants,113.9,
2018,FEB,2.4,Containers,111.3,
2018,FEB,2.5,Supplies,117.9,
2018,FEB,2.5.1,Manufacturing industries,118.4,
2018,FEB,2.5.2,Non-manufacturing industries,114.6,
2018,FEB,2.5.2.1,Feeds,115.2,
2018,FEB,2.5.2.2,Other supplies,114.6,
2018,FEB,3,Finished goods,101.4,
2018,FEB,3.1,Finished consumer goods,109.3,
2018,FEB,3.1.1,Finished consumer foods,118.0,
2018,FEB,3.1.1.1,Crude,141.3,
2018,FEB,3.1.1.2,Processed,115.6,
2018,FEB,3.1.2,Finished consumer goods excluding foods,105.6,
2018,FEB,3.1.2.1,Durable,99.7,
2018,FEB,3.1.2.2,Semi-durable,112.6,
2018,FEB,3.1.2.3,Non-durable,104.7,
2018,FEB,3.2,Capital equipment,97.5,
2018,FEB,3.2.1,Manufacturing industries,102.1,
2018,FEB,3.2.2,Non-manufacturing industries,94.1,
2018,MAR,Total,Total,106.3,
2018,MAR,1,Crude materials for further processing,107.3,
2018,MAR,1.1,Foodstuffs and feedstuffs,131.5,
2018,MAR,1.2,Non-food materials,101.3,
2018,MAR,1.2.1,Non-food materials except fuel,87.3,
2018,MAR,1.2.2,Crude fuel,107.2,
2018,MAR,2,Intermediate materials supplies and components,108.1,
2018,MAR,2.1,Materials and components for manufacturing,105.0,
2018,MAR,2.1.1,Materials for food manufacturing,95.7,
2018,MAR,2.1.2,Materials for others manufacturing,108.5,
2018,MAR,2.2,Materials and components for construction,104.3,
2018,MAR,2.3,Processed fuels and lubricants,113.3,
2018,MAR,2.4,Containers,111.5,
2018,MAR,2.5,Supplies,116.9,
2018,MAR,2.5.1,Manufacturing industries,117.2,
2018,MAR,2.5.2,Non-manufacturing industries,114.1,
2018,MAR,2.5.2.1,Feeds,114.8,
2018,MAR,2.5.2.2,Other supplies,114.0,
2018,MAR,3,Finished goods,101.6,
2018,MAR,3.1,Finished consumer goods,108.8,
2018,MAR,3.1.1,Finished consumer foods,118.0,
2018,MAR,3.1.1.1,Crude,144.5,
2018,MAR,3.1.1.2,Processed,115.3,
2018,MAR,3.1.2,Finished consumer goods excluding foods,104.9,
2018,MAR,3.1.2.1,Durable,98.7,
2018,MAR,3.1.2.2,Semi-durable,111.9,
2018,MAR,3.1.2.3,Non-durable,104.1,
2018,MAR,3.2,Capital equipment,98.2,
2018,MAR,3.2.1,Manufacturing industries,102.1,
2018,MAR,3.2.2,Non-manufacturing industries,95.2,
2018,APR,Total,Total,106.8,
2018,APR,1,Crude materials for further processing,110.0,
2018,APR,1.1,Foodstuffs and feedstuffs,128.9,
2018,APR,1.2,Non-food materials,104.8,
2018,APR,1.2.1,Non-food materials except fuel,86.4,
2018,APR,1.2.2,Crude fuel,113.0,
2018,APR,2,Intermediate materials supplies and components,108.3,
2018,APR,2.1,Materials and components for manufacturing,104.5,
2018,APR,2.1.1,Materials for food manufacturing,93.9,
2018,APR,2.1.2,Materials for others manufacturing,108.3,
2018,APR,2.2,Materials and components for construction,103.7,
2018,APR,2.3,Processed fuels and lubricants,116.6,
2018,APR,2.4,Containers,111.2,
2018,APR,2.5,Supplies,116.2,
2018,APR,2.5.1,Manufacturing industries,116.9,
2018,APR,2.5.2,Non-manufacturing industries,112.9,
2018,APR,2.5.2.1,Feeds,117.5,
2018,APR,2.5.2.2,Other supplies,112.1,
2018,APR,3,Finished goods,101.1,
2018,APR,3.1,Finished consumer goods,108.8,
2018,APR,3.1.1,Finished consumer foods,118.5,
2018,APR,3.1.1.1,Crude,146.1,
2018,APR,3.1.1.2,Processed,115.7,
2018,APR,3.1.2,Finished consumer goods excluding foods,104.7,
2018,APR,3.1.2.1,Durable,97.8,
2018,APR,3.1.2.2,Semi-durable,111.8,
2018,APR,3.1.2.3,Non-durable,104.1,
2018,APR,3.2,Capital equipment,97.4,
2018,APR,3.2.1,Manufacturing industries,102.3,
2018,APR,3.2.2,Non-manufacturing industries,93.8,
2018,MAY,Total,Total,107.1,
2018,MAY,1,Crude materials for further processing,114.2,
2018,MAY,1.1,Foodstuffs and feedstuffs,128.0,
2018,MAY,1.2,Non-food materials,109.9,
2018,MAY,1.2.1,Non-food materials except fuel,85.6,
2018,MAY,1.2.2,Crude fuel,120.8,
2018,MAY,2,Intermediate materials supplies and components,107.5,
2018,MAY,2.1,Materials and components for manufacturing,104.2,
2018,MAY,2.1.1,Materials for food manufacturing,92.8,
2018,MAY,2.1.2,Materials for others manufacturing,108.1,
2018,MAY,2.2,Materials and components for construction,104.2,
2018,MAY,2.3,Processed fuels and lubricants,114.0,
2018,MAY,2.4,Containers,112.1,
2018,MAY,2.5,Supplies,115.2,
2018,MAY,2.5.1,Manufacturing industries,114.7,
2018,MAY,2.5.2,Non-manufacturing industries,113.7,
2018,MAY,2.5.2.1,Feeds,117.7,
2018,MAY,2.5.2.2,Other supplies,113.0,
2018,MAY,3,Finished goods,101.0,
2018,MAY,3.1,Finished consumer goods,107.8,
2018,MAY,3.1.1,Finished consumer foods,116.6,
2018,MAY,3.1.1.1,Crude,145.4,
2018,MAY,3.1.1.2,Processed,113.8,
2018,MAY,3.1.2,Finished consumer goods excluding foods,104.1,
2018,MAY,3.1.2.1,Durable,97.0,
2018,MAY,3.1.2.2,Semi-durable,112.3,
2018,MAY,3.1.2.3,Non-durable,103.3,
2018,MAY,3.2,Capital equipment,97.8,
2018,MAY,3.2.1,Manufacturing industries,101.4,
2018,MAY,3.2.2,Non-manufacturing industries,95.1,
2018,JUN,Total,Total,106.4,
2018,JUN,1,Crude materials for further processing,112.3,
2018,JUN,1.1,Foodstuffs and feedstuffs,126.6,
2018,JUN,1.2,Non-food materials,107.9,
2018,JUN,1.2.1,Non-food materials except fuel,82.3,
2018,JUN,1.2.2,Crude fuel,119.4,
2018,JUN,2,Intermediate materials supplies and components,107.3,
2018,JUN,2.1,Materials and components for manufacturing,103.6,
2018,JUN,2.1.1,Materials for food manufacturing,91.9,
2018,JUN,2.1.2,Materials for others manufacturing,107.6,
2018,JUN,2.2,Materials and components for construction,104.1,
2018,JUN,2.3,Processed fuels and lubricants,113.8,
2018,JUN,2.4,Containers,112.3,
2018,JUN,2.5,Supplies,116.1,
2018,JUN,2.5.1,Manufacturing industries,116.5,
2018,JUN,2.5.2,Non-manufacturing industries,113.2,
2018,JUN,2.5.2.1,Feeds,118.6,
2018,JUN,2.5.2.2,Other supplies,112.2,
2018,JUN,3,Finished goods,100.2,
2018,JUN,3.1,Finished consumer goods,107.7,
2018,JUN,3.1.1,Finished consumer foods,116.0,
2018,JUN,3.1.1.1,Crude,143.6,
2018,JUN,3.1.1.2,Processed,113.2,
2018,JUN,3.1.2,Finished consumer goods excluding foods,104.1,
2018,JUN,3.1.2.1,Durable,97.0,
2018,JUN,3.1.2.2,Semi-durable,111.8,
2018,JUN,3.1.2.3,Non-durable,103.5,
2018,JUN,3.2,Capital equipment,96.5,
2018,JUN,3.2.1,Manufacturing industries,99.9,
2018,JUN,3.2.2,Non-manufacturing industries,94.0,
2018,JUL,Total,Total,106.7,
2018,JUL,1,Crude materials for further processing,112.4,
2018,JUL,1.1,Foodstuffs and feedstuffs,128.4,
2018,JUL,1.2,Non-food materials,107.7,
2018,JUL,1.2.1,Non-food materials except fuel,79.3,
2018,JUL,1.2.2,Crude fuel,120.6,
2018,JUL,2,Intermediate materials supplies and components,107.8,
2018,JUL,2.1,Materials and components for manufacturing,103.2,
2018,JUL,2.1.1,Materials for food manufacturing,91.0,
2018,JUL,2.1.2,Materials for others manufacturing,107.2,
2018,JUL,2.2,Materials and components for construction,104.1,
2018,JUL,2.3,Processed fuels and lubricants,117.9,
2018,JUL,2.4,Containers,112.3,
2018,JUL,2.5,Supplies,115.5,
2018,JUL,2.5.1,Manufacturing industries,115.8,
2018,JUL,2.5.2,Non-manufacturing industries,112.7,
2018,JUL,2.5.2.1,Feeds,118.6,
2018,JUL,2.5.2.2,Other supplies,111.7,
2018,JUL,3,Finished goods,100.2,
2018,JUL,3.1,Finished consumer goods,107.8,
2018,JUL,3.1.1,Finished consumer foods,115.9,
2018,JUL,3.1.1.1,Crude,144.9,
2018,JUL,3.1.1.2,Processed,113.1,
2018,JUL,3.1.2,Finished consumer goods excluding foods,104.3,
2018,JUL,3.1.2.1,Durable,97.5,
2018,JUL,3.1.2.2,Semi-durable,111.8,
2018,JUL,3.1.2.3,Non-durable,103.7,
2018,JUL,3.2,Capital equipment,96.5,
2018,JUL,3.2.1,Manufacturing industries,99.0,
2018,JUL,3.2.2,Non-manufacturing industries,94.5,
2018,AUG,Total,Total,106.6,
2018,AUG,1,Crude materials for further processing,111.5,
2018,AUG,1.1,Foodstuffs and feedstuffs,126.6,
2018,AUG,1.2,Non-food materials,107.0,
2018,AUG,1.2.1,Non-food materials except fuel,79.2,
2018,AUG,1.2.2,Crude fuel,119.6,
2018,AUG,2,Intermediate materials supplies and components,108.1,
2018,AUG,2.1,Materials and components for manufacturing,102.6,
2018,AUG,2.1.1,Materials for food manufacturing,88.2,
2018,AUG,2.1.2,Materials for others manufacturing,107.2,
2018,AUG,2.2,Materials and components for construction,104.4,
2018,AUG,2.3,Processed fuels and lubricants,120.7,
2018,AUG,2.4,Containers,112.7,
2018,AUG,2.5,Supplies,115.8,
2018,AUG,2.5.1,Manufacturing industries,115.8,
2018,AUG,2.5.2,Non-manufacturing industries,113.4,
2018,AUG,2.5.2.1,Feeds,121.6,
2018,AUG,2.5.2.2,Other supplies,112.0,
2018,AUG,3,Finished goods,100.0,
2018,AUG,3.1,Finished consumer goods,107.3,
2018,AUG,3.1.1,Finished consumer foods,115.6,
2018,AUG,3.1.1.1,Crude,141.2,
2018,AUG,3.1.1.2,Processed,113.0,
2018,AUG,3.1.2,Finished consumer goods excluding foods,103.7,
2018,AUG,3.1.2.1,Durable,96.2,
2018,AUG,3.1.2.2,Semi-durable,111.4,
2018,AUG,3.1.2.3,Non-durable,103.3,
2018,AUG,3.2,Capital equipment,96.5,
2018,AUG,3.2.1,Manufacturing industries,99.2,
2018,AUG,3.2.2,Non-manufacturing industries,94.4,
2018,SEP,Total,Total,107.9,
2018,SEP,1,Crude materials for further processing,116.1,
2018,SEP,1.1,Foodstuffs and feedstuffs,125.4,
2018,SEP,1.2,Non-food materials,112.6,
2018,SEP,1.2.1,Non-food materials except fuel,78.9,
2018,SEP,1.2.2,Crude fuel,128.0,
2018,SEP,2,Intermediate materials supplies and components,108.4,
2018,SEP,2.1,Materials and components for manufacturing,102.7,
2018,SEP,2.1.1,Materials for food manufacturing,87.0,
2018,SEP,2.1.2,Materials for others manufacturing,107.4,
2018,SEP,2.2,Materials and components for construction,104.6,
2018,SEP,2.3,Processed fuels and lubricants,122.5,
2018,SEP,2.4,Containers,113.1,
2018,SEP,2.5,Supplies,115.3,
2018,SEP,2.5.1,Manufacturing industries,114.6,
2018,SEP,2.5.2,Non-manufacturing industries,114.1,
2018,SEP,2.5.2.1,Feeds,120.8,
2018,SEP,2.5.2.2,Other supplies,112.9,
2018,SEP,3,Finished goods,100.8,
2018,SEP,3.1,Finished consumer goods,107.6,
2018,SEP,3.1.1,Finished consumer foods,116.0,
2018,SEP,3.1.1.1,Crude,140.3,
2018,SEP,3.1.1.2,Processed,113.5,
2018,SEP,3.1.2,Finished consumer goods excluding foods,103.9,
2018,SEP,3.1.2.1,Durable,96.7,
2018,SEP,3.1.2.2,Semi-durable,111.7,
2018,SEP,3.1.2.3,Non-durable,103.4,
2018,SEP,3.2,Capital equipment,97.8,
2018,SEP,3.2.1,Manufacturing industries,98.5,
2018,SEP,3.2.2,Non-manufacturing industries,96.8,
2018,OCT,Total,Total,108.2,
2018,OCT,1,Crude materials for further processing,117.8,
2018,OCT,1.1,Foodstuffs and feedstuffs,126.6,
2018,OCT,1.2,Non-food materials,114.3,
2018,OCT,1.2.1,Non-food materials except fuel,74.4,
2018,OCT,1.2.2,Crude fuel,132.6,
2018,OCT,2,Intermediate materials supplies and components,108.3,
2018,OCT,2.1,Materials and components for manufacturing,102.3,
2018,OCT,2.1.1,Materials for food manufacturing,86.4,
2018,OCT,2.1.2,Materials for others manufacturing,107.1,
2018,OCT,2.2,Materials and components for construction,104.5,
2018,OCT,2.3,Processed fuels and lubricants,123.3,
2018,OCT,2.4,Containers,113.6,
2018,OCT,2.5,Supplies,115.6,
2018,OCT,2.5.1,Manufacturing industries,114.1,
2018,OCT,2.5.2,Non-manufacturing industries,115.5,
2018,OCT,2.5.2.1,Feeds,120.7,
2018,OCT,2.5.2.2,Other supplies,114.6,
2018,OCT,3,Finished goods,101.1,
2018,OCT,3.1,Finished consumer goods,107.6,
2018,OCT,3.1.1,Finished consumer foods,115.5,
2018,OCT,3.1.1.1,Crude,139.3,
2018,OCT,3.1.1.2,Processed,113.1,
2018,OCT,3.1.2,Finished consumer goods excluding foods,104.1,
2018,OCT,3.1.2.1,Durable,96.9,
2018,OCT,3.1.2.2,Semi-durable,111.9,
2018,OCT,3.1.2.3,Non-durable,103.5,
2018,OCT,3.2,Capital equipment,98.3,
2018,OCT,3.2.1,Manufacturing industries,98.7,
2018,OCT,3.2.2,Non-manufacturing industries,97.5,
2018,NOV,Total,Total,105.2,
2018,NOV,1,Crude materials for further processing,105.0,
2018,NOV,1.1,Foodstuffs and feedstuffs,126.7,
2018,NOV,1.2,Non-food materials,99.5,
2018,NOV,1.2.1,Non-food materials except fuel,66.0,
2018,NOV,1.2.2,Crude fuel,114.9,
2018,NOV,2,Intermediate materials supplies and components,107.6,
2018,NOV,2.1,Materials and components for manufacturing,100.9,
2018,NOV,2.1.1,Materials for food manufacturing,82.9,
2018,NOV,2.1.2,Materials for others manufacturing,106.1,
2018,NOV,2.2,Materials and components for construction,104.6,
2018,NOV,2.3,Processed fuels and lubricants,123.7,
2018,NOV,2.4,Containers,113.8,
2018,NOV,2.5,Supplies,115.4,
2018,NOV,2.5.1,Manufacturing industries,113.4,
2018,NOV,2.5.2,Non-manufacturing industries,115.9,
2018,NOV,2.5.2.1,Feeds,120.4,
2018,NOV,2.5.2.2,Other supplies,115.2,
2018,NOV,3,Finished goods,100.2,
2018,NOV,3.1,Finished consumer goods,107.3,
2018,NOV,3.1.1,Finished consumer foods,115.2,
2018,NOV,3.1.1.1,Crude,139.3,
2018,NOV,3.1.1.2,Processed,112.8,
2018,NOV,3.1.2,Finished consumer goods excluding foods,103.9,
2018,NOV,3.1.2.1,Durable,96.6,
2018,NOV,3.1.2.2,Semi-durable,111.7,
2018,NOV,3.1.2.3,Non-durable,103.3,
2018,NOV,3.2,Capital equipment,96.9,
2018,NOV,3.2.1,Manufacturing industries,98.9,
2018,NOV,3.2.2,Non-manufacturing industries,95.2,
2018,DEC,Total,Total,103.8,
2018,DEC,1,Crude materials for further processing,99.2,
2018,DEC,1.1,Foodstuffs and feedstuffs,130.1,
2018,DEC,1.2,Non-food materials,92.2,
2018,DEC,1.2.1,Non-food materials except fuel,65.3,
2018,DEC,1.2.2,Crude fuel,104.4,
2018,DEC,2,Intermediate materials supplies and components,106.8,
2018,DEC,2.1,Materials and components for manufacturing,99.6,
2018,DEC,2.1.1,Materials for food manufacturing,80.4,
2018,DEC,2.1.2,Materials for others manufacturing,105.0,
2018,DEC,2.2,Materials and components for construction,104.4,
2018,DEC,2.3,Processed fuels and lubricants,124.0,
2018,DEC,2.4,Containers,113.6,
2018,DEC,2.5,Supplies,114.8,
2018,DEC,2.5.1,Manufacturing industries,112.9,
2018,DEC,2.5.2,Non-manufacturing industries,115.1,
2018,DEC,2.5.2.1,Feeds,119.7,
2018,DEC,2.5.2.2,Other supplies,114.4,
2018,DEC,3,Finished goods,100.9,
2018,DEC,3.1,Finished consumer goods,107.3,
2018,DEC,3.1.1,Finished consumer foods,115.4,
2018,DEC,3.1.1.1,Crude,138.7,
2018,DEC,3.1.1.2,Processed,113.0,
2018,DEC,3.1.2,Finished consumer goods excluding foods,103.8,
